This is the list of counters for release 0.6

      4 LDS	Area control China +Activation 6
      1 SSS	Leader Russia <?5:A::N 4.1.2>X
      1 SSS	Leader Russia <?6:A:PR:O 4.2.2>X
      1 SSS	Leader Russia <?1:C:R:J 3.2.2>X
      1 SSS	Leader Russia <?2:C:R:K 4.3.4>X
      1 SSS	Leader Russia <?3:C:R:E 4.1.2>X
      1 SSS	Leader Russia <?1:E:R:G 3.2.2>X
      1 SSS	Leader Russia <?2:E:R:H 5.1.1>X
      1 SSS	Leader Russia <?3:E:R:H 3.1.1>X
      1 SSS	Leader Russia <?1:g:R:E 3.2.2>X
      1 SSS	Leader Russia <?1:G:R:F 2.3.3>X
      1 SSS	Leader Russia <?2:G::G 2.3.2>X
      1 SSS	Leader Russia <?2:g:R:E 4.3.2>X
      1 SSS	Leader Russia <?3:G::H 3.2.1 -1>X
      1 SSS	Leader Russia <?3:g:R:E 4.2.2>X
      1 SSS	Leader Russia <?4:G::M 2.2.1 -1>X
      1 SSS	Leader Russia <?5:G:R:N 4.1.2>X
      1 SSS	Leader Russia <?6:G::O 4.2.2>X
      1 SSS	Leader Russia <Apraksin:A::A 3.4.4>T43
      1 SSS	Leader Russia <Bering:E:R:F 5.4.2>T47
      1 SSS	Leader Russia <Bibikov:G::B 2.3.2>T53
      1 SSS	Leader Russia <Chernyshyov:G::C 3.3.2 -1>T54
      1 SSS	Leader Russia <Dimitri:G::A 4.2.2>P4
      1 SSS	Leader Russia <Godunov:G::A 2.3.2>P4
      1 SSS	Leader Russia <Gordon:G::C 3.2.3>T37
      1 SSS	Leader Russia <Hetman:C:R:I 2.3.4>T24
      1 SSS	Leader Russia <Hetman:C:R:I 2.3.4>T16
      1 SSS	Leader Russia <Ivan IV:K::A 5.2.2 -1>P2
      1 SSS	Leader Russia <I. Vorotynsky:G::B 5.1.3>T4
      1 SSS	Leader Russia <Jones:A::B 5.3.3>T59
      1 SSS	Leader Russia <Khabarov:C:R:I 4.4.4>T39
      1 SSS	Leader Russia <Kurbskii:G::A 3.4.2 -1>T13
      1 SSS	Leader Russia <Menshikov:G::B 4.3.3>T41
      1 SSS	Leader Russia <M. Vorotynski:G::B 5.3.3>T13
      1 SSS	Leader Russia <Orlov:A::E 4.2.4>T56
      1 SSS	Leader Russia <P. Lacy:G::B 3.3.3 -1>T46
      1 SSS	Leader Russia <Potemkin:G::A 5.2.2>T56
      1 SSS	Leader Russia <Romanov:G::A 2.4.2>T33
      1 SSS	Leader Russia <Rumyantsev:G::A 3.3.5 -1>T55
      1 SSS	Leader Russia <Saltykov:G::B 3.2.3>T53
      1 SSS	Leader Russia <Shchenya:G::A 3.1.4>T1
      1 SSS	Leader Russia <Sheremetev:G::C 2.2.3>T43
      1 SSS	Leader Russia <Spiridov:A::B 4.3.3>T55
      1 SSS	Leader Russia <Suvorov:G::B 5.5.5 -1>T57
      1 SSS	Leader Russia <Totleben:G::C 1.2.4>T54
      1 SSS	Leader Russia <Ushakov:A::A 3.2.3>T57
      1 SSS	Leader Russia <V. Galitzine:G:R:B 3.2.3>T38
      1 SSS	Leader Russia <Vyrodkov:I::K 3.1.1 -1>T13
      1 SSS	Leader Russia <Yermak:C:R:I 5.6.6>T18
      1 SSS	Leader Sancta Lega <Mayenne:G::B 2.2.2>P3
      1 SSS	Leader Sabaudia <Victor Amédée:G::A 2.4.4 -2>T41
      1 SSS	Leader Saxonia <Johann Friedrich:K::A 3.3.3>T13
      1 SSS	Leader Saxonia <Johann Georg III:K::A 1.2.2>T32
      1 SSS	Leader Saxonia <Johann Georg II:K::A 1.2.2>T27
      1 SSS	Leader Suecia <A.B. Horn:G::E 3.3.3>T46
      1 SSS	Leader Suecia <A.L. Lewenhaupt:G::B 2.3.2>T41
      1 SSS	Leader Suecia <?1:A::B 3.2.4>X
      1 SSS	Leader Suecia <?2:A::G 1.2.1>X
      1 SSS	Leader Suecia <?3:A::H 4.3.2>X
      1 SSS	Leader Suecia <?1:C::C 4.1.2>X
      1 SSS	Leader Suecia <?2:C::C 2.3.3>X
      1 SSS	Leader Suecia <?1:E::D 4.1.1>X
      1 SSS	Leader Suecia <?2:E::C 3.2.2>X
      1 SSS	Leader Suecia <?3:E::E 5.1.1>X
      1 SSS	Leader Suecia <?4:E::F 4.2.1>X
      1 SSS	Leader Suecia <?1:G::A 3.2.2>X
      1 SSS	Leader Suecia <?2:G::E 2.3.3>X
      1 SSS	Leader Suecia <?3:G::J 3.2.3>X
      1 SSS	Leader Suecia <?4:G::C 3.2.2>X
      1 SSS	Leader Suecia <?5:G::D 2.2.2 -1>X
      1 SSS	Leader Suecia <Banér:G::C 4.4.4>T30
      1 SSS	Leader Suecia <Buchau:C:R:B 4.2.3>T31
      1 SSS	Leader Suecia <Carl XII:K:♥:A 5.6.6 -1>X
      1 SSS	Leader Suecia <C. Lewenhaupt:G::B 3.3.2>T49
      1 SSS	Leader Suecia <Cronstedt:A::B 3.4.4>T59
      1 SSS	Leader Suecia <Dahlbergh:I::D 1.2.2 -2>T34
      1 SSS	Leader Suecia <de Mornay:G::B 2.2.2>T15
      1 SSS	Leader Suecia <G. Horn:G::A 2.4.2>T27
      1 SSS	Leader Suecia <G. Stenbock:G::D 2.3.3>T34
      1 SSS	Leader Suecia <Gustav Adolf:K::A 6.6.6>P4
      1 SSS	Leader Suecia <H. Wrangel:G::A 4.3.3>T27
      1 SSS	Leader Suecia <Klingspor:G::C 5.2.1>T59
      1 SSS	Leader Suecia <M. De la Gardie:G::D 2.2.2>T34
      1 SSS	Leader Suecia <M. Stenbock:G::D 2.4.4>T43
      1 SSS	Leader Suecia <P. de La Gardie:G::C 4.3.4>T17
      1 SSS	Leader Suecia <Rehnskiöld:G::D 4.2.4>T43
      1 SSS	Leader Suecia <Risingh:C:R:B 2.1.2>T34
      1 SSS	Leader Suecia <Torstensson:G::C 5.6.4 -1>T31
      1 SSS	Leader Turcia <Abdul Karim:G:R:B 2.1.4>T44
      1 SSS	Leader Turcia <Ali Bey:G::B 4.4.3>T7
      1 SSS	Leader Turcia <?1:A::F 2.2.3>X
      1 SSS	Leader Turcia <?2:A::G 3.2.2>X
      1 SSS	Leader Turcia <?3:A:PR:H 4.2.3>X
      1 SSS	Leader Turcia <?4:A:m:M 3.2.2>X
      1 SSS	Leader Turcia <?5:A:m:N 4.1.2>X
      1 SSS	Leader Turcia <?6:A:Pm:O 4.2.2>X
      1 SSS	Leader Turcia <?1:C:R:I 3.2.2>X
      1 SSS	Leader Turcia <?2:C:R:J 4.3.4>X
      1 SSS	Leader Turcia <?3:C:R:E 4.1.2>X
      1 SSS	Leader Turcia <?1:E:R:J 3.2.2>X
      1 SSS	Leader Turcia <?2:E:R:K 5.1.1>X
      1 SSS	Leader Turcia <?3:E:R:H 4.1.2>X
      1 SSS	Leader Turcia <?1:G:R:E 2.3.3>X
      1 SSS	Leader Turcia <?1:g:R:E 3.2.2>X
      1 SSS	Leader Turcia <?2:G::F 2.3.2>X
      1 SSS	Leader Turcia <?2:g:R:E 4.3.2>X
      1 SSS	Leader Turcia <?3:G::G 3.2.1 -1>X
      1 SSS	Leader Turcia <?3:g:R:E 4.2.2>X
      1 SSS	Leader Turcia <?4:G::M 2.2.1 -1>X
      1 SSS	Leader Turcia <?5:G:R:N 3.3.3>X
      1 SSS	Leader Turcia <?6:G::O 4.2.1 -1>X
      1 SSS	Leader Turcia <Beylerbeyı:G::B 3.3.4>T9
      1 SSS	Leader Turcia <Beylerbeyı:G::B 1.2.3>T19
      1 SSS	Leader Turcia <Beylerbeyı:G::A 2.3.2>T25
      1 SSS	Leader Turcia <İskander:G::A 3.2.3>T2
      1 SSS	Leader Turcia <Kapudan Paşa:A:m:A 2.2.2>T27
      1 SSS	Leader Turcia <Kapudan Paşa:A:m:A 3.1.2>T29
      1 SSS	Leader Turcia <Kapudan Paşa:A:m:A 3.2.1>T50
      1 SSS	Leader Turcia <Kemal Reis:A:Pm:B 4.2.3>T1
      1 SSS	Leader Turcia <Köprülü:K::A 4.3.4 -1>P5
      1 SSS	Leader Turcia <Kurtoğlu H.:E:R:C 4.2.3>T15
      1 SSS	Leader Turcia <Lala Mustafa:G::D 2.2.4>T16
      1 SSS	Leader Turcia <Murat Reis:A:PR:E 4.2.3>T13
      1 SSS	Leader Turcia <Oruç Reis:P:m:C 5.1.4>T6
      1 SSS	Leader Turcia <Piri Reis:E:R:F 4.3.3>T12
      1 SSS	Leader Turcia <Pıyale:A:m:B 4.2.3>T13
      1 SSS	Leader Turcia <Sadrazam:K::A 2.1.2 -1>X
      1 SSS	Leader Turcia <Selman Reis:E:PR:D 4.2.2>T6
      1 SSS	Leader Turcia <Seydi Ali:C:R:C 5.2.3>T13
      1 SSS	Leader Turcia <Sirocco:P:m:E 4.3.3>T15
      1 SSS	Leader Turcia <Sokollu:K::A 4.1.4>T13
      1 SSS	Leader Turcia <Süleyman:K::A 3.4.3 -1>X
      1 SSS	Leader Ukraina <Mazepa:G::C 2.2.3>P6
      1 SSS	Leader U.S.A. <?1:G:$:E 5.1.2>X
      1 SSS	Leader U.S.A. <?2:G:$:D 4.2.3>X
      1 SSS	Leader U.S.A. <?3:G:$:F 4.1.1>X
      1 SSS	Leader U.S.A. <Arnold:G:$:B 4.3.4>T58
      1 SSS	Leader Venetia <Alviano:G::C 4.1.3>T2
      1 SSS	Leader Venetia <?1:A:m:C 2.2.3>X
      1 SSS	Leader Venetia <?2:A:m:D 3.2.2>X
      1 SSS	Leader Venetia <?3:P:R:D 4.2.3>X
      1 SSS	Leader Venetia <?4:A:m:A 4.4.4>X
      1 SSS	Leader Venetia <?5:A:m:B 4.1.2>X
      1 SSS	Leader Venetia <?6:A:P:B 4.3.2>X
      1 SSS	Leader Venetia <?1:E:PR:J 3.2.2>X
      1 SSS	Leader Venetia <?2:E:R:K 5.1.1>X
      1 SSS	Leader Venetia <?1:G::B 2.3.3>X
      1 SSS	Leader Venetia <?2:G::C 2.3.2>X
      1 SSS	Leader Venetia <?3:G::D 3.2.1 -1>X
      1 SSS	Leader Venetia <?4:G::M 2.2.1 -1>X
      1 SSS	Leader Venetia <?5:G::N 3.1.2 -1>X
      1 SSS	Leader Venetia <?6:G::O 1.2.2>X
      1 SSS	Leader Venetia <Bragadino:G:m:E 1.2.4 -1>T16
      1 SSS	Leader Venetia <Grimani:A:m:A 2.1.2>T1
      1 SSS	Leader Venetia <Gritti:G::A 3.3.3 -1>T5
      1 SSS	Leader Venetia <Mocenigo:A:m:B 4.2.3>T33
      1 SSS	Leader Venetia <Pitigliano:G::B 2.2.3>T2
      1 SSS	Leader Venetia <Veniero:A:m:A 5.3.4>T13
      1 LDS	Manufacture Anglia <art:12>
      1 LDS	Manufacture Anglia <bois:5>
      1 LDS	Manufacture Anglia <cereales:4>
      3 LDS	Manufacture Anglia <instruments:9>
      3 LDS	Manufacture Anglia <metal:7>
      2 LDS	Manufacture Anglia <peche:4>
      2 LDS	Manufacture Anglia <tissus:6>
      2 LDS	Manufacture Hispania <art:7>
      1 LDS	Manufacture Hispania <instruments:5>
      2 LDS	Manufacture Hispania <metal:6>
      1 LDS	Manufacture Hispania <peche:3>
      1 LDS	Manufacture Hispania <sel:4>
      1 LDS	Manufacture Hispania <tissus:8>
      1 LDS	Manufacture Hispania <vin:4>
      3 LDS	Manufacture Francia <art:12>
      1 LDS	Manufacture Francia <bois:5>
      1 LDS	Manufacture Francia <cereales:4>
      2 LDS	Manufacture Francia <instruments:7>
      2 LDS	Manufacture Francia <metal:7>
      1 LDS	Manufacture Francia <peche:4>
      1 LDS	Manufacture Francia <sel:5>
      1 LDS	Manufacture Francia <tissus:5>
      2 LDS	Manufacture Francia <vin:4>
      1 LDS	Manufacture Habsburgum <art:10>
      1 LDS	Manufacture Habsburgum <cereales:4>
      1 LDS	Manufacture Habsburgum <instruments:5>
      2 LDS	Manufacture Habsburgum <metal:7>
      1 LDS	Manufacture Habsburgum <sel:5>
      1 LDS	Manufacture Habsburgum <tissus:5>
      2 LDS	Manufacture Hollandia <art:10>
      2 LDS	Manufacture Hollandia <instruments:7>
      1 LDS	Manufacture Hollandia <metal:7>
      1 LDS	Manufacture Hollandia <peche:4>
      2 LDS	Manufacture Hollandia <tissus:5>
      1 LDS	Manufacture Polonia <art:7>
      2 LDS	Manufacture Polonia <bois:4>
      2 LDS	Manufacture Polonia <cereales:3>
      1 LDS	Manufacture Polonia <instruments:5>
      1 LDS	Manufacture Polonia <metal:6>
      1 LDS	Manufacture Polonia <sel:4>
      1 LDS	Manufacture Portugallia <art:7>
      1 LDS	Manufacture Portugallia <instruments:7>
      1 LDS	Manufacture Portugallia <metal:6>
      1 LDS	Manufacture Portugallia <peche:3>
      1 LDS	Manufacture Portugallia <sel:4>
      1 LDS	Manufacture Portugallia <vin:4>
      1 LDS	Manufacture Prussia <art:10>
      1 LDS	Manufacture Prussia <bois:5>
      1 LDS	Manufacture Prussia <instruments:5>
      1 LDS	Manufacture Prussia <metal:7>
      1 LDS	Manufacture Prussia <metalsilesie:10>
      1 LDS	Manufacture Prussia <tissus:5>
      1 LDS	Manufacture Russia <art:7>
      1 LDS	Manufacture Russia <bois:4>
      1 LDS	Manufacture Russia <cereales:3>
      1 LDS	Manufacture Russia <instruments:5>
      2 LDS	Manufacture Russia <metal:6>
      2 LDS	Manufacture Russia <tissus:5>
      1 LDS	Manufacture Suecia <art:10>
      2 LDS	Manufacture Suecia <bois:7>
      1 LDS	Manufacture Suecia <instruments:9>
      2 LDS	Manufacture Suecia <metal:7>
      1 LDS	Manufacture Suecia <peche:6>
      1 LDS	Manufacture Suecia <tissus:5>
      1 LDS	Manufacture Turcia <art:10>
      1 LDS	Manufacture Turcia <bois:5>
      1 LDS	Manufacture Turcia <cereales:4>
      1 LDS	Manufacture Turcia <instruments:7>
      2 LDS	Manufacture Turcia <metal:7>
      1 LDS	Manufacture Turcia <sel:5>
      2 LDS	Manufacture Turcia <tissus:5>
      2 LDS	Manufacture Venetia <art:10>
      1 LDS	Manufacture Venetia <instruments:7>
      1 LDS	Manufacture Venetia <metal:7>
      1 LDS	Manufacture Venetia <selvenise:5>
      1 LDS	Manufacture Venetia <vin:4>
      1 LDS	Pion 136
      1 LDS	Pion 131
      1 LDS	Pion 132
      1 LDS	Pion 133
      1 LDS	Pion 135
      1 LDS	Pion 134
      1 LDS	Pion 137
      1 SDS	Missionnaire Anglia <Brewster:3>
      1 SDS	Missionnaire Anglia <Penn:3>
      4 SDS	Missionnaire Hispania <Franciscanos:1>
      7 SDS	Missionnaire Hispania <Jesuitas:2>
      1 SDS	Missionnaire Hispania <Junípero:3>
      1 SDS	Missionnaire Hispania <Las Casas:3>
      1 SDS	Missionnaire Hispania <Sepúlveda:3>
      1 SDS	Missionnaire Hispania <Torquemada:3>
      2 SDS	Missionnaire Francia <Jésuites:2>
      1 SDS	Missionnaire Francia <Brébeuf:3>
      1 SDS	Missionnaire Francia <Laval:3>
      1 SDS	Missionnaire Portugallia <Jesuítas:1:3:14>
      1 SDS	Missionnaire Portugallia <Jesuítas:2:5:14>
      1 SDS	Missionnaire Portugallia <São Francisco:3:10:14>
      1 SSS	Mission Portugallia <Kongo>
      1 SSS	Mission Turcia <Kaaba>
      1 SSS	ND Aceh <I:Aceh:transport>
      1 SSS	ND Aden <I:Aden:transport>
      1 SSS	ND Algeria <I:Algeria:transport>
      1 SSS	ND Anglia <III:Anglia:transport>
      1 SSS	ND Anglia <II:Anglia:transport>
      1 SSS	ND Anglia <I:Anglia:transport>
      1 SSS	ND Anglia <IV:Anglia:transport>
      1 SSS	ND Ordo Hospitalis <I:Ordo Hospitalis:transport>
      1 SSS	ND China <I:China:transport>
      1 SSS	ND Cyrenaica <I:Cyrenaica:transport>
      1 SSS	ND Dania <I:Dania:transport>
      1 SSS	NDE Algeria <A>
      1 SSS	NDE Algeria <B>
      1 SSS	NDE Ordo Hospitalis <A>
      1 SSS	NDE Ordo Hospitalis <B>
      1 SSS	ND Scotia <I:Scotia:transport>
      1 SSS	NDE Cyrenaica <A>
      1 SSS	NDE Cyrenaica <B>
      1 SSS	NDE Dania <A>
      1 SSS	NDE Dania <B>
      1 SSS	NDE Scotia <A>
      1 SSS	NDE Scotia <B>
      1 SSS	NDE Genua <A>
      1 SSS	NDE Genua <B>
      1 SSS	NDE Hansa <A>
      1 SSS	NDE Hansa <B>
      1 SSS	NDE Mauretanium <A>
      1 SSS	NDE Mauretanium <B>
      1 SSS	NDE Siciliæ <A>
      1 SSS	NDE Siciliæ <B>
      1 SSS	NDE Sancta Sedes <A>
      1 SSS	NDE Sancta Sedes <B>
      1 SSS	NDE Sabaudia <A>
      1 SSS	NDE Sabaudia <B>
      1 SSS	ND Hispania <III:Hispania:transport>
      1 SSS	ND Hispania <II:Hispania:transport>
      1 SSS	ND Hispania <I:Hispania:transport>
      1 SSS	ND Hispania <IV:Hispania:transport>
      1 SSS	NDE D.S.M. Theutonicorum <A>
      1 SSS	NDE D.S.M. Theutonicorum <B>
      1 SSS	NDE Tripolis <A>
      1 SSS	NDE Tripolis <B>
      1 SSS	NDE Tunesia <A>
      1 SSS	NDE Tunesia <B>
      1 SSS	ND Francia <III:Francia:transport>
      1 SSS	ND Francia <II:Francia:transport>
      1 SSS	ND Francia <I:Francia:transport>
      1 SSS	ND Francia <IV:Francia:transport>
      1 SSS	ND Genua <I:Genua:transport>
      1 SSS	ND Habsburgum <II:Habsburgum:transport>
      1 SSS	ND Habsburgum <I:Habsburgum:transport>
      1 SSS	ND Hansa <I:Hansa:transport>
      1 SSS	ND Hollandia <III:Hollandia:transport>
      1 SSS	ND Hollandia <II:Hollandia:transport>
      1 SSS	ND Hollandia <I:Hollandia:transport>
      1 SSS	ND Hollandia <IV:Hollandia:transport>
      1 SSS	ND Ægyptus <I:Ægyptus:transport>
      1 SSS	ND Siciliæ <I:Siciliæ:transport>
      1 SSS	ND Ayman <I:Ayman:transport>
      1 SSS	ND Sancta Sedes <I:Sancta Sedes:transport>
      1 SSS	ND Polonia <II:Polonia:transport>
      1 SSS	ND Polonia <I:Polonia:transport>
      1 SSS	ND Portugallia <III:Portugallia:transport>
      1 SSS	ND Portugallia <II:Portugallia:transport>
      1 SSS	ND Portugallia <I:Portugallia:transport>
      1 SSS	ND Portugallia <IV:Portugallia:transport>
      1 SSS	ND Prussia <II:Prussia:transport>
      1 SSS	ND Prussia <I:Prussia:transport>
      1 SSS	ND Fidelis Regi <II:Fidelis Regi:transport>
      1 SSS	ND Fidelis Regi <I:Fidelis Regi:transport>
      1 SSS	ND Russia <II:Russia:transport>
      1 SSS	ND Russia <I:Russia:transport>
      1 SSS	ND Sabaudia <I:Sabaudia:transport>
      1 SSS	ND Suecia <II:Suecia:transport>
      1 SSS	ND Suecia <I:Suecia:transport>
      1 SSS	ND D.S.M. Theutonicorum <I:D.S.M. Theutonicorum:transport>
      1 SSS	ND Tripolis <I:Tripolis:transport>
      1 SSS	ND Tunesia <I:Tunesia:transport>
      1 SSS	ND Turcia <III:Turcia:transport>
      1 SSS	ND Turcia <II:Turcia:transport>
      1 SSS	ND Turcia <I:Turcia:transport>
      1 SSS	ND Turcia <IV:Turcia:transport>
      1 SSS	ND U.S.A. <I:U.S.A.:transport>
      1 SSS	ND Venetia <11:Galeazza:galeasse>
      1 SSS	ND Venetia <12:Galeazza:galeasse>
      1 SSS	ND Venetia <II:Venetia:transport>
      1 SSS	ND Venetia <I:Venetia:transport>
      1 SSS	Ownership Algeria
      1 SSS	Ownership Alsatia
     10 SSS	Ownership Anglia
      1 SSS	Ownership Arabia
      1 SSS	Ownership Astracan
      1 SSS	Ownership Friburgensi
      1 SSS	Ownership Bavaria
      8 SSS	Ownership Belgica
      1 SSS	Ownership Clivia
      1 SSS	Ownership Bohemia
      1 SSS	Ownership Brunsvicum
      1 SSS	Ownership Ordo Hospitalis
      1 SSS	Ownership Colonia
      1 SSS	Ownership Don Cassackia
      2 SSS	Ownership Curlandia
      1 SSS	Ownership Crimea
      1 SSS	Ownership Syria
      4 SSS	Ownership Dania
      1 SSS	Ownership Scotia
     15 SSS	Ownership Hispania
      2 SSS	Ownership Finlandia
     10 SSS	Ownership Francia
      1 SSS	Ownership Genua
      1 SSS	Ownership Georgiani
      5 SSS	Ownership Granada
     15 SSS	Ownership Habsburgum
      1 SSS	Ownership Hanovere
      3 SSS	Ownership Hansa
      1 SSS	Ownership Hassia
      5 SSS	Ownership Hollandia
      1 SSS	Ownership Hungaria
      8 SSS	Ownership Huguenotis
      1 SSS	Ownership Mesopotamia
      1 SSS	Ownership Hibernia
      1 SSS	Ownership Cazan
      1 SSS	Ownership Livonia
      1 SSS	Ownership Lituania
      1 SSS	Ownership Lotharingia
      1 SSS	Ownership Ægyptus
      1 SSS	Ownership Mauretanium
      1 SSS	Ownership Lombardia
      1 SSS	Ownership Siciliæ
      1 SSS	Ownership Norvegia
      1 SSS	Ownership Westfalia
      1 SSS	Ownership Palatinatus
      1 SSS	Ownership Sancta Sedes
      4 SSS	Ownership Persia
      1 SSS	Ownership Polonia over National Territory
     10 SSS	Ownership Polonia
      5 SSS	Ownership Pommerania
      5 SSS	Ownership Portugallia
     10 SSS	Ownership Prussia
      1 SSS	Ownership Pskove
      2 SSS	Ownership Russia over National Territory
     20 SSS	Ownership Russia
      1 SSS	Ownership Rezane
      8 SSS	Ownership Sancta Lega
      2 SSS	Ownership Sabaudia
      1 SSS	Ownership Saxonia
      1 SSS	Ownership Tartaria
     10 SSS	Ownership Suecia
      1 SSS	Ownership Helvetia
      1 SSS	Ownership Fratres Militiæ Christi
      1 SSS	Ownership Toscana
      5 SSS	Ownership Transilvania
      1 SSS	Ownership Turcia over Egypt
     30 SSS	Ownership Turcia
      1 SSS	Ownership Turcia over Syria
      1 SSS	Ownership Ukraina
     10 SSS	Ownership Venetia
      1 SSS	Ownership Wirtenberga
      1 SDS	Timar <Abdallah:1:J 2.2.1:2>
      1 SDS	Timar <Adnan:1:H 2.1.2:3>
      1 SDS	Timar <Ali:1:G 1.1.1:1>
      1 SDS	Timar <Amar:2:V 1.0.1:4>
      1 SDS	Timar <Ashraf:1:U 2.2.2:5>
      1 SDS	Timar <Aziz:1:Q 1.0.0:6>
      1 SDS	Timar <Bahman:1:M 4.2.3:7>
      1 SDS	Timar <Djamil:2:X 3.1.1:8>
      1 SDS	Timar <Elias:1:O 0.1.0:9>
      1 SDS	Timar <Eren:1:Y 2.2.2:10>
      1 SDS	Timar <Ismail:3:W 0.2.0:11>
      1 SDS	Timar <Israf:2:S 4.4.4:12>
      1 SDS	Timar <Karim:1:R 2.1.1:13>
      1 SDS	Timar <Khaled:1:T 2.2.3:14>
      1 SDS	Timar <Mehmet:1:I 1.0.1:15>
      1 SDS	Timar <Mustafa:1:N 2.1.1:16>
      1 SDS	Timar <Saleh:1:K 3.2.1:17>
      1 SDS	Timar <Selim:1:Z 0.0.0:18>
      1 SDS	Timar <Tarek:2:K 3.2.1:19>
      1 SDS	Timar <Turgut:1:Y 4.0.1:20>
      1 SDS	Timar <Yasser:2:X 1.0.4:21>
      1 SDS	Timar <Yussuf:2:P 2.1.0:22>
      1 LSS	Price <Cotton>
      1 LSS	Price <Fish>
      1 LSS	Price <Furs>
      1 LSS	Price <Products of America>
      1 LSS	Price <Products of Orient>
      1 LSS	Price <Salt>
      1 LSS	Price <Silk>
      1 LSS	Price <Slaves>
      1 LSS	Price <Spices>
      1 LSS	Price <Sugar>
      1 SDS	Privateer Algeria
      3 SDS	Privateer Anglia
      1 SDS	Privateer Ordo Hospitalis
      1 SDS	Privateer Cyrenaica
      1 SDS	Privateer Hispania<Flandres>
      1 SDS	Privateer Hispania<Olivares>
      4 SDS	Privateer Francia
      2 SDS	Privateer Hollandia
      1 SDS	Privateer Mauretanium
     16 SDS	Pirates
      1 SDS	Privateer Portugallia
      1 SDS	Privateer Russia
      1 SDS	Privateer Suecia
      1 SDS	Privateer Tripolis
      1 SDS	Privateer Tunesia
      2 SDS	Privateer Turcia
      1 SDS	Privateer Turcia<Ragusa>
      1 SDS	Privateer Venetia
      1 LSS	Production <Cotton>
      1 LSS	Production <Fish>
      1 LSS	Production <Furs>
      1 LSS	Production <Products of America>
      1 LSS	Production <Products of Orient>
      1 LSS	Production <Salt>
      1 LSS	Production <Silk>
      1 LSS	Production <Slaves>
      1 LSS	Production <Spices>
      1 LSS	Production <Sugar>
      1 LDS	Counter CTZ/No russian//Архангельцк/Income 5
      1 LDS	Counter 1 resource/Bānglā//2 resources/Bānglā
      1 LDS	Counter Income/Great Orient//Income +100/Great Orient
      1 LSS	Counter 1 resource/Karnāṭaka
      1 LSS	Counter Silk/Ormus
      1 LDS	Counter Sund Taxes//Free Trade
      4 LDS	ROTW Treaty Anglia
      2 LDS	ROTW Treaty Hispania
      4 LDS	ROTW Treaty Francia
      4 LDS	ROTW Treaty Hollandia
      2 LDS	ROTW Treaty Polonia
      6 LDS	ROTW Treaty Portugallia
      2 LDS	ROTW Treaty Russia
      2 LDS	ROTW Treaty Suecia
      2 LDS	ROTW Treaty Turcia
      2 LDS	ROTW Treaty Venetia
      1 LSS	Stability Protestant Alliance
      1 LSS	Stability Anglia
      1 LSS	Stability Hispania
      1 LSS	Stability Francia
      1 LSS	Stability Habsburgum
      1 LSS	Stability Hollandia
      1 LSS	Stability Catholic League
      1 LSS	Stability Polonia
      1 LSS	Stability Portugallia
      1 LSS	Stability Prussia
      1 LSS	Stability Russia
      1 LSS	Stability Suecia
      1 LSS	Stability Turcia
      1 LSS	Stability Venetia
      1 LDS	Submission of Algeria to Turcia
      1 LDS	Submission of Bohemia to Habsburgum
      1 LDS	Submission of Burgundia to Habsburgum
      1 LDS	Submission of Curlandia to Francia
      1 LDS	Submission of Curlandia to Habsburgum
      1 LDS	Submission of Curlandia to Polonia
      1 LDS	Submission of Curlandia to Prussia
      1 LDS	Submission of Scotia to Anglia
      1 LDS	Submission of Granada to Turcia
      1 LDS	Submission of Habsburgum to Hispania
      1 LDS	Submission of Hungaria to Habsburgum
      1 LDS	Submission of Mazovia to Polonia
      1 LDS	Submission of Lombardia to Hispania
      1 LDS	Submission of Lombardia to Habsburgum
      1 LDS	Submission of Siciliæ to Hispania
      1 LDS	Submission of Siciliæ to Habsburgum
      1 LDS	Submission of Portugallia to Hispania
      1 LDS	Submission of Sac. Rom. Imp. to Habsburgum
      1 LDS	Submission of Saxonia to Polonia
      1 LDS	Submission of Suecia to Dania
      1 LDS	Submission of Ukraina to Polonia
      1 LDS	Submission of Ukraina to Russia
      1 LDS	Submission of Ukraina to Turcia
      1 LSS	Land Tech Anglia
      1 LSS	Land Tech Hispania
      1 LSS	Land Tech Francia
      1 LSS	Land Tech Habsburgum
      1 LSS	Land Tech Hollandia
      1 LSS	Land Tech Asia
      1 LSS	Land Tech Islamica Fide
      1 LSS	Land Tech Latina Europa
      1 LSS	Land Tech Orthodoxa Europa
      1 LSS	Land Tech Polonia
      1 LSS	Land Tech Portugallia
      1 LSS	Land Tech Prussia
      1 LSS	Land Tech Fidelis Regi
      1 LSS	Land Tech Russia
      1 LSS	Land Tech Suecia
      1 LSS	Land Tech Turcia
      1 LSS	Land Tech Venetia
      1 LSS	Naval Tech Anglia
      1 LSS	Naval Tech Hispania
      1 LSS	Naval Tech Francia
      1 LSS	Naval Tech Hollandia
      1 LSS	Naval Tech Asia
      1 LSS	Naval Tech Islamica Fide
      1 LSS	Naval Tech Latina Europa
      1 LSS	Naval Tech Orthodoxa Europa
      1 LSS	Naval Tech Polonia
      1 LSS	Naval Tech Portugallia
      1 LSS	Naval Tech Russia
      1 LSS	Naval Tech Suecia
      1 LSS	Naval Tech Turcia
      1 LSS	Naval Tech Venetia
      1 LSS	Technology Goal <Arquebus:11:21:Land>
      1 LSS	Technology Goal <Baroque:33:40:Land>
